id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
34106,Berton,other,Referral,1/27/16,2/27/16,2/27/16,Toyota,Prius V,2016,NA
34107,Strark,android web,Paid,1/20/16,1/20/16,NA,,,NA,NA
34108,Berton,windows,Organic,1/12/16,2/18/16,NA,,,NA,NA
34109,Strark,ios web,Referral,1/20/16,1/21/16,1/22/16,BMW,3-series,2014,1/22/16
34110,Strark,,Referral,1/11/16,1/17/16,NA,,,NA,NA
34111,Strark,android web,Referral,1/25/16,2/9/16,2/9/16,Chevrolet,Malibu,2015,2/10/16
34112,Berton,mac,Paid,1/9/16,1/20/16,NA,,,NA,NA
34113,Strark,android web,Referral,1/29/16,1/29/16,NA,,,NA,NA
34114,Strark,other,Paid,1/5/16,1/19/16,NA,,,NA,NA
34115,Strark,windows,Referral,1/8/16,1/17/16,NA,,,NA,NA
34116,Strark,android web,Organic,1/22/16,2/5/16,NA,,,NA,NA
34117,Strark,ios web,Paid,1/3/16,1/26/16,NA,,,NA,NA
34118,Berton,mac,Referral,1/26/16,1/28/16,1/30/16,Honda,Civic,2009,2/1/16
34119,Berton,windows,Paid,1/29/16,2/10/16,NA,,,NA,NA
34120,Strark,android web,Paid,1/8/16,NA,NA,,,NA,NA
34121,Wrouver,android web,Organic,1/27/16,1/31/16,NA,,,NA,NA
34122,Strark,other,Referral,1/17/16,1/19/16,1/20/16,Subaru,Impreza,2013,1/23/16
34123,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
34124,Strark,ios web,Organic,1/6/16,2/3/16,2/28/16,Honda,Accord,2015,NA
34125,Strark,android web,Referral,1/3/16,1/15/16,NA,,,NA,NA
34126,Strark,ios web,Referral,1/6/16,2/7/16,2/17/16,Mitsubishi,Mirage,2015,NA
34127,Strark,mac,Paid,1/19/16,2/15/16,NA,,,NA,NA
34128,Berton,ios web,Referral,1/14/16,1/15/16,1/16/16,Honda,Fit,2015,1/24/16
34129,Berton,ios web,Organic,1/15/16,NA,NA,,,NA,NA
34130,Strark,ios web,Referral,1/5/16,1/25/16,NA,,,NA,NA
34131,Strark,windows,Referral,1/28/16,NA,NA,,,NA,NA
34132,Berton,windows,Organic,1/23/16,1/24/16,NA,,,NA,NA
34133,Strark,ios web,Paid,1/23/16,NA,NA,,,NA,NA
34134,Strark,ios web,Organic,1/6/16,1/6/16,NA,,,NA,NA
34135,Strark,ios web,Organic,1/23/16,1/28/16,NA,,,NA,NA
34136,Strark,android web,Organic,1/23/16,1/27/16,1/30/16,Honda,Pilot,2005,2/4/16
34137,Berton,android web,Referral,1/6/16,2/12/16,NA,,,NA,NA
34138,Berton,other,Organic,1/29/16,1/29/16,NA,,,NA,NA
34139,Strark,ios web,Paid,1/2/16,2/20/16,NA,,,NA,NA
34140,Strark,ios web,Paid,1/1/16,NA,NA,,,NA,NA
34141,Strark,mac,Organic,1/28/16,2/18/16,2/29/16,Subaru,Impreza,2006,NA
34142,Strark,windows,Referral,1/5/16,1/16/16,NA,,,NA,NA
34143,Berton,windows,Paid,1/5/16,NA,NA,,,NA,NA
34144,Berton,android web,Referral,1/13/16,1/18/16,1/21/16,Toyota,Sienna,2005,1/27/16
34145,Strark,android web,Organic,1/14/16,NA,NA,,,NA,NA
34146,Strark,android web,Paid,1/18/16,1/29/16,NA,,,NA,NA
34147,Strark,android web,Referral,1/3/16,1/14/16,NA,,,NA,NA
34148,Berton,android web,Paid,1/29/16,2/19/16,NA,,,NA,NA
34149,Strark,android web,Referral,1/4/16,1/21/16,NA,,,NA,NA
34150,Strark,,Paid,1/14/16,NA,NA,,,NA,NA
34151,Strark,,Referral,1/5/16,1/5/16,1/20/16,Nissan,Murano,2009,1/23/16
34152,Strark,android web,Organic,1/4/16,1/29/16,NA,,,NA,NA
34153,Strark,ios web,Paid,1/15/16,1/22/16,NA,,,NA,NA
34154,Strark,android web,Paid,1/11/16,1/14/16,NA,,,NA,NA
34155,Berton,ios web,Referral,1/4/16,1/12/16,NA,,,NA,NA
34156,Strark,android web,Referral,1/5/16,1/6/16,NA,,,NA,NA
34157,Strark,android web,Paid,1/5/16,1/29/16,NA,,,NA,NA
34158,Berton,ios web,Paid,1/5/16,1/12/16,NA,,,NA,NA
34159,Strark,ios web,Paid,1/21/16,NA,NA,,,NA,NA
34160,Berton,other,Referral,1/24/16,1/25/16,NA,,,NA,NA
34161,Berton,android web,Paid,1/22/16,1/23/16,NA,,,NA,NA
34162,Berton,ios web,Referral,1/25/16,2/6/16,2/14/16,Nissan,Versa,2015,NA
34163,Wrouver,android web,Referral,1/1/16,NA,NA,,,NA,NA
34164,Strark,android web,Paid,1/29/16,1/29/16,NA,,,NA,NA
34165,Berton,android web,Referral,1/6/16,2/20/16,2/22/16,BMW,3-series,2015,NA
34166,Strark,windows,Paid,1/1/16,1/2/16,NA,,,NA,NA
34167,Strark,android web,Organic,1/19/16,2/22/16,2/24/16,Toyota,Tundra,2014,NA
34168,Berton,,Referral,1/6/16,NA,NA,,,NA,NA
34169,Berton,ios web,Referral,1/14/16,2/26/16,NA,,,NA,NA
34170,Wrouver,ios web,Organic,1/13/16,NA,NA,,,NA,NA
34171,Strark,ios web,Paid,1/2/16,1/21/16,1/24/16,Honda,Civic,2014,NA
34172,Strark,ios web,Paid,1/11/16,2/3/16,NA,,,NA,NA
34173,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
34174,Berton,ios web,Paid,1/12/16,1/14/16,1/24/16,Dodge,Ram 1500,2012,NA
34175,Berton,android web,Paid,1/19/16,2/5/16,NA,,,NA,NA
34176,Berton,mac,Paid,1/26/16,1/30/16,NA,,,NA,NA
34177,Berton,android web,Referral,1/4/16,1/11/16,NA,,,NA,NA
34178,Strark,android web,Referral,1/29/16,2/5/16,2/12/16,Toyota,Camry,2005,2/16/16
34179,Strark,android web,Organic,1/13/16,1/13/16,NA,,,NA,NA
34180,Strark,ios web,Referral,1/15/16,1/25/16,2/19/16,Honda,Civic,2015,NA
34181,Berton,android web,Paid,1/22/16,1/30/16,NA,,,NA,NA
34182,Strark,,Referral,1/5/16,1/12/16,NA,,,NA,NA
34183,Strark,android web,Referral,1/4/16,1/28/16,2/11/16,Nissan,Rogue,2011,NA
34184,Berton,ios web,Organic,1/27/16,1/27/16,1/27/16,Honda,Accord,2006,2/1/16
34185,Strark,mac,Referral,1/20/16,2/26/16,NA,,,NA,NA
34186,Strark,ios web,Referral,1/22/16,1/30/16,2/13/16,Nissan,Altima,2010,2/14/16
34187,Berton,ios web,Paid,1/30/16,2/10/16,NA,,,NA,NA
34188,Berton,ios web,Paid,1/11/16,NA,NA,,,NA,NA
34189,Berton,android web,Referral,1/29/16,1/29/16,1/29/16,Chevrolet,Malibu,2015,2/7/16
34190,Strark,,Referral,1/6/16,2/2/16,2/18/16,Mazda,CX-5,2016,NA
34191,Strark,android web,Paid,1/17/16,1/26/16,NA,,,NA,NA
34192,Berton,android web,Referral,1/11/16,1/13/16,NA,,,NA,NA
34193,Berton,android web,Paid,1/2/16,1/18/16,NA,,,NA,NA
34194,Strark,ios web,Referral,1/23/16,1/24/16,NA,,,NA,NA
34195,Strark,windows,Referral,1/10/16,2/3/16,NA,,,NA,NA
34196,Strark,mac,Organic,1/20/16,1/27/16,2/13/16,Audi,A3,2016,NA
34197,Berton,other,Referral,1/3/16,1/9/16,1/11/16,Toyota,Camry,2014,1/16/16
34198,Strark,ios web,Organic,1/24/16,NA,NA,,,NA,NA
34199,Strark,android web,Referral,1/12/16,1/15/16,NA,,,NA,NA
34200,Berton,ios web,Paid,1/22/16,2/2/16,NA,,,NA,NA
34201,Berton,windows,Organic,1/2/16,2/5/16,NA,,,NA,NA
34202,Strark,ios web,Paid,1/17/16,1/21/16,NA,,,NA,NA
34203,Strark,mac,Organic,1/22/16,2/3/16,NA,,,NA,NA
34204,Wrouver,android web,Paid,1/3/16,NA,NA,,,NA,NA
34205,Strark,ios web,Organic,1/12/16,NA,NA,,,NA,NA
34206,Berton,,Referral,1/6/16,1/29/16,NA,,,NA,NA
34207,Strark,ios web,Paid,1/7/16,NA,NA,,,NA,NA
34208,Strark,ios web,Referral,1/16/16,1/19/16,1/20/16,Toyota,Prius V,2013,NA
34209,Strark,android web,Organic,1/26/16,1/26/16,1/27/16,Ford,Fusion,2013,1/28/16
34210,Strark,android web,Paid,1/28/16,1/28/16,NA,,,NA,NA
34211,Berton,android web,Paid,1/14/16,2/8/16,NA,,,NA,NA
34212,Strark,android web,Paid,1/8/16,1/10/16,1/11/16,Toyota,Corolla,2016,1/22/16
34213,Wrouver,mac,Referral,1/30/16,2/14/16,NA,,,NA,NA
34214,Berton,other,Organic,1/6/16,NA,1/10/16,Chrysler,300,2015,NA
34215,Strark,ios web,Referral,1/19/16,1/24/16,2/17/16,Toyota,Camry,2006,NA
34216,Strark,mac,Referral,1/5/16,1/6/16,1/19/16,Lexus,IS,2016,1/24/16
34217,Strark,,Organic,1/25/16,NA,NA,,,NA,NA
34218,Berton,ios web,Referral,1/9/16,1/24/16,NA,,,NA,NA
34219,Strark,ios web,Referral,1/17/16,2/7/16,NA,,,NA,NA
34220,Strark,android web,Referral,1/2/16,1/5/16,1/7/16,Nissan,Sentra,2015,1/9/16
34221,Berton,,Referral,1/10/16,NA,NA,,,NA,NA
34222,Wrouver,ios web,Organic,1/18/16,1/18/16,NA,,,NA,NA
34223,Strark,ios web,Paid,1/29/16,2/17/16,NA,,,NA,NA
34224,Wrouver,android web,Organic,1/6/16,1/6/16,1/27/16,Hyundai,Elantra,2012,NA
34225,Berton,ios web,Referral,1/5/16,1/5/16,NA,,,NA,NA
34226,Strark,ios web,Referral,1/12/16,2/13/16,NA,,,NA,NA
34227,Berton,android web,Referral,1/5/16,1/17/16,2/8/16,Chevrolet,Malibu,2014,NA
34228,Berton,ios web,Referral,1/12/16,1/29/16,NA,,,NA,NA
34229,Berton,windows,Paid,1/13/16,1/17/16,NA,,,NA,NA
34230,Berton,ios web,Referral,1/3/16,1/9/16,2/21/16,BMW,X5,2006,NA
34231,Berton,other,Paid,1/7/16,1/8/16,1/8/16,Toyota,Prius,2015,NA
34232,Strark,,Referral,1/6/16,1/27/16,1/30/16,Lexus,RX,2015,NA
34233,Berton,android web,Paid,1/27/16,NA,NA,,,NA,NA
34234,Strark,android web,Referral,1/6/16,1/14/16,1/14/16,Nissan,Sentra,2015,1/16/16
34235,Strark,windows,Referral,1/30/16,NA,NA,,,NA,NA
34236,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
34237,Berton,other,Organic,1/11/16,1/25/16,2/13/16,Ford,Expedition,2003,NA
34238,Strark,windows,Paid,1/3/16,1/8/16,NA,,,NA,NA
34239,Berton,other,Paid,1/9/16,1/27/16,NA,,,NA,NA
34240,Strark,ios web,Referral,1/29/16,2/4/16,2/6/16,BMW,5-series,2014,2/21/16
34241,Strark,,Referral,1/23/16,1/23/16,NA,,,NA,NA
34242,Berton,ios web,Paid,1/11/16,1/11/16,NA,,,NA,NA
34243,Strark,ios web,Referral,1/5/16,2/9/16,2/15/16,Honda,Accord,2015,NA
34244,Wrouver,ios web,Organic,1/5/16,NA,NA,,,NA,NA
34245,Wrouver,android web,Organic,1/15/16,1/25/16,NA,,,NA,NA
34246,Strark,android web,Organic,1/23/16,2/10/16,NA,,,NA,NA
34247,Berton,other,Paid,1/28/16,2/4/16,NA,,,NA,NA
34248,Strark,,Organic,1/9/16,NA,NA,,,NA,NA
34249,Berton,ios web,Paid,1/27/16,NA,NA,,,NA,NA
34250,Berton,other,Referral,1/13/16,1/13/16,NA,,,NA,NA
34251,Strark,ios web,Referral,1/22/16,1/22/16,NA,,,NA,NA
34252,Strark,ios web,Referral,1/16/16,NA,NA,,,NA,NA
34253,Strark,mac,Referral,1/26/16,2/15/16,2/28/16,GMC,Safari,1999,NA
34254,Berton,android web,Paid,1/27/16,1/27/16,NA,,,NA,NA
34255,Berton,mac,Paid,1/11/16,NA,NA,,,NA,NA
34256,Wrouver,ios web,Organic,1/30/16,1/30/16,1/30/16,Nissan,Maxima,2010,NA
34257,Berton,,Referral,1/9/16,NA,NA,,,NA,NA
34258,Berton,other,Paid,1/23/16,NA,NA,,,NA,NA
34259,Strark,android web,Paid,1/20/16,2/17/16,2/19/16,Chrysler,200,2016,NA
34260,Berton,ios web,Referral,1/16/16,2/18/16,2/25/16,Mazda,MAZDA3,2014,NA
34261,Berton,ios web,Paid,1/10/16,2/11/16,NA,,,NA,NA
34262,Berton,ios web,Referral,1/4/16,1/5/16,1/10/16,Hyundai,Elantra,2008,1/13/16
34263,Strark,,Referral,1/21/16,NA,NA,,,NA,NA
34264,Strark,ios web,Referral,1/16/16,1/24/16,2/14/16,Honda,CR-V,2015,NA
34265,Berton,ios web,Organic,1/7/16,1/15/16,NA,,,NA,NA
34266,Berton,ios web,Paid,1/26/16,2/15/16,NA,,,NA,NA
34267,Wrouver,windows,Paid,1/30/16,NA,NA,,,NA,NA
34268,Strark,,Referral,1/5/16,1/6/16,NA,,,NA,NA
34269,Strark,android web,Paid,1/17/16,NA,NA,,,NA,NA
34270,Berton,,Referral,1/2/16,1/12/16,NA,,,NA,NA
34271,Strark,windows,Paid,1/27/16,2/1/16,NA,,,NA,NA
34272,Strark,ios web,Referral,1/19/16,1/24/16,NA,,,NA,NA
34273,Strark,android web,Referral,1/5/16,1/5/16,1/14/16,Chrysler,Sebring,2008,NA
34274,Strark,android web,Paid,1/12/16,1/24/16,NA,,,NA,NA
34275,Berton,ios web,Referral,1/19/16,1/27/16,2/7/16,Mazda,MAZDA3,2010,NA
34276,Strark,ios web,Referral,1/5/16,1/6/16,1/6/16,Toyota,Camry,2008,1/16/16
34277,Berton,other,Organic,1/26/16,1/26/16,NA,,,NA,NA
34278,Berton,ios web,Referral,1/11/16,NA,NA,,,NA,NA
34279,Strark,other,Paid,1/5/16,1/5/16,NA,,,NA,NA
34280,Berton,android web,Organic,1/9/16,1/11/16,NA,,,NA,NA
34281,Strark,android web,Paid,1/14/16,1/18/16,1/18/16,Jeep,Wrangler,2009,2/4/16
34282,Berton,mac,Paid,1/4/16,1/5/16,1/5/16,Subaru,Impreza,2014,1/9/16
34283,Strark,android web,Paid,1/14/16,1/16/16,NA,,,NA,NA
34284,Strark,ios web,Paid,1/28/16,NA,NA,,,NA,NA
34285,Strark,windows,Paid,1/25/16,NA,NA,,,NA,NA
34286,Wrouver,android web,Organic,1/29/16,1/30/16,NA,,,NA,NA
34287,Wrouver,other,Paid,1/28/16,1/31/16,1/31/16,Lexus,GX,2012,2/4/16
34288,Strark,ios web,Referral,1/25/16,2/4/16,2/18/16,Lexus,ES,2014,NA
34289,Berton,mac,Referral,1/20/16,2/3/16,NA,,,NA,NA
34290,Strark,ios web,Referral,1/12/16,1/25/16,2/6/16,Honda,Accord,2013,NA
34291,Strark,android web,Paid,1/5/16,1/30/16,2/18/16,Nissan,Altima,2015,NA
34292,Strark,android web,Paid,1/5/16,2/3/16,NA,,,NA,NA
34293,Wrouver,ios web,Referral,1/16/16,1/25/16,1/30/16,Nissan,Sentra,2014,1/30/16
34294,Strark,windows,Referral,1/22/16,1/27/16,1/27/16,Honda,Civic,2014,1/27/16
34295,Berton,mac,Referral,1/22/16,1/22/16,1/25/16,Nissan,LEAF,2015,1/28/16
34296,Berton,android web,Paid,1/12/16,NA,NA,,,NA,NA
34297,Wrouver,ios web,Referral,1/2/16,1/20/16,NA,,,NA,NA
34298,Strark,ios web,Organic,1/14/16,1/18/16,1/22/16,Nissan,Sentra,2014,1/22/16
34299,Strark,ios web,Organic,1/5/16,1/18/16,2/22/16,Toyota,Sienna,2013,NA
34300,Berton,ios web,Referral,1/6/16,1/23/16,1/23/16,Dodge,Dart,2014,1/30/16
34301,Strark,,Referral,1/7/16,NA,NA,,,NA,NA
34302,Berton,android web,Paid,1/5/16,1/17/16,NA,,,NA,NA
34303,Strark,ios web,Paid,1/7/16,2/1/16,NA,,,NA,NA
34304,Berton,mac,Paid,1/6/16,1/11/16,NA,,,NA,NA
34305,Strark,windows,Paid,1/29/16,2/17/16,NA,,,NA,NA
34306,Berton,mac,Paid,1/7/16,1/26/16,NA,,,NA,NA
34307,Strark,windows,Paid,1/27/16,1/27/16,NA,,,NA,NA
34308,Berton,ios web,Paid,1/6/16,1/19/16,NA,,,NA,NA
34309,Berton,mac,Referral,1/27/16,1/30/16,1/31/16,Mercedes-Benz,C-Class,2011,1/31/16
34310,Strark,windows,Organic,1/21/16,1/23/16,2/24/16,Honda,Civic,2013,NA
34311,Strark,ios web,Paid,1/5/16,1/7/16,NA,,,NA,NA
34312,Berton,android web,Paid,1/10/16,NA,NA,,,NA,NA
34313,Strark,android web,Referral,1/16/16,2/26/16,NA,,,NA,NA
34314,Strark,android web,Referral,1/11/16,1/12/16,2/1/16,Toyota,Avalon,2001,2/1/16
34315,Strark,android web,Referral,1/7/16,1/18/16,NA,,,NA,NA
34316,Berton,,Organic,1/19/16,NA,NA,,,NA,NA
34317,Strark,ios web,Referral,1/26/16,2/9/16,NA,,,NA,NA
34318,Berton,android web,Paid,1/30/16,2/12/16,NA,,,NA,NA
34319,Wrouver,windows,Referral,1/22/16,1/25/16,1/28/16,Kia,Sorento,2013,1/30/16
34320,Strark,ios web,Referral,1/1/16,2/8/16,NA,,,NA,NA
34321,Strark,windows,Referral,1/22/16,2/19/16,NA,,,NA,NA
34322,Strark,android web,Paid,1/22/16,1/27/16,NA,,,NA,NA
34323,Strark,ios web,Paid,1/22/16,1/25/16,1/31/16,Mitsubishi,Lancer,2010,NA
34324,Strark,mac,Referral,1/3/16,2/5/16,2/9/16,Infiniti,FX,2008,NA
34325,Strark,other,Organic,1/21/16,2/4/16,NA,,,NA,NA
34326,Strark,,Referral,1/4/16,NA,NA,,,NA,NA
34327,Strark,ios web,Referral,1/9/16,1/10/16,1/14/16,Infiniti,G Sedan,2009,1/30/16
34328,Strark,mac,Referral,1/6/16,1/7/16,1/8/16,Mazda,MAZDA3,2006,1/17/16
34329,Berton,android web,Organic,1/10/16,1/15/16,NA,,,NA,NA
34330,Strark,other,Organic,1/22/16,1/27/16,NA,,,NA,NA
34331,Strark,android web,Paid,1/20/16,1/28/16,NA,,,NA,NA
34332,Berton,android web,Referral,1/26/16,2/13/16,NA,,,NA,NA
34333,Berton,mac,Referral,1/9/16,1/31/16,NA,,,NA,NA
34334,Strark,windows,Referral,1/9/16,2/17/16,NA,,,NA,NA
34335,Berton,ios web,Organic,1/17/16,2/2/16,NA,,,NA,NA
34336,Strark,ios web,Referral,1/17/16,1/26/16,NA,,,NA,NA
34337,Strark,android web,Referral,1/13/16,NA,NA,,,NA,NA
34338,Strark,ios web,Referral,1/6/16,1/27/16,NA,,,NA,NA
34339,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
34340,Berton,android web,Paid,1/26/16,NA,NA,,,NA,NA
34341,Strark,other,Paid,1/8/16,1/12/16,1/24/16,Acura,TL,2006,2/6/16
34342,Berton,ios web,Organic,1/30/16,2/8/16,2/9/16,Toyota,Camry,2010,2/9/16
34343,Strark,ios web,Referral,1/22/16,1/22/16,1/23/16,Honda,Accord,2014,NA
34344,Strark,android web,Paid,1/2/16,1/11/16,2/16/16,Chrysler,Town and Country,2001,NA
34345,Strark,ios web,Paid,1/9/16,NA,NA,,,NA,NA
34346,Strark,other,Organic,1/10/16,NA,NA,,,NA,NA
34347,Strark,ios web,Paid,1/23/16,1/28/16,NA,,,NA,NA
34348,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
34349,Strark,mac,Paid,1/5/16,1/14/16,NA,,,NA,NA
34350,Berton,mac,Paid,1/25/16,1/29/16,1/31/16,Mercedes-Benz,E-Class,2014,NA
34351,Strark,,Referral,1/29/16,NA,NA,,,NA,NA
34352,Berton,ios web,Paid,1/11/16,1/27/16,2/21/16,Hyundai,Elantra,2013,NA
34353,Strark,android web,Organic,1/8/16,NA,NA,,,NA,NA
34354,Berton,other,Referral,1/9/16,1/23/16,NA,,,NA,NA
34355,Strark,windows,Organic,1/5/16,1/9/16,1/12/16,Mazda,MAZDA3,2015,1/14/16
34356,Strark,ios web,Referral,1/4/16,1/6/16,1/6/16,Honda,Accord,2007,1/6/16
34357,Wrouver,other,Paid,1/29/16,2/12/16,NA,,,NA,NA
34358,Strark,ios web,Referral,1/13/16,1/18/16,1/20/16,Toyota,Corolla,2015,1/21/16
34359,Berton,ios web,Referral,1/3/16,1/3/16,NA,,,NA,NA
34360,Strark,ios web,Organic,1/7/16,1/8/16,1/12/16,Chevrolet,Equinox,2008,1/21/16
34361,Strark,windows,Organic,1/6/16,2/21/16,NA,,,NA,NA
34362,Berton,ios web,Referral,1/19/16,1/19/16,1/19/16,Toyota,Camry,2016,1/22/16
34363,Strark,ios web,Organic,1/25/16,1/31/16,NA,,,NA,2/14/16
34364,Berton,windows,Paid,1/25/16,NA,NA,,,NA,NA
34365,Wrouver,ios web,Referral,1/29/16,1/29/16,1/30/16,Honda,CR-V,2015,2/4/16
34366,Strark,windows,Referral,1/4/16,1/5/16,1/6/16,Toyota,Prius C,2015,1/9/16
34367,Strark,android web,Paid,1/2/16,1/3/16,1/6/16,Toyota,Corolla,2016,1/9/16
34368,Strark,other,Referral,1/16/16,1/19/16,1/21/16,Toyota,Prius V,2011,NA
34369,Strark,android web,Paid,1/18/16,2/7/16,NA,,,NA,NA
34370,Wrouver,windows,Paid,1/7/16,1/17/16,NA,,,NA,NA
34371,Berton,ios web,Referral,1/21/16,2/17/16,2/20/16,Nissan,Altima,2011,NA
34372,Berton,other,Paid,1/13/16,1/20/16,NA,,,NA,NA
34373,Berton,windows,Paid,1/13/16,1/30/16,NA,,,NA,NA
34374,Berton,windows,Paid,1/17/16,1/28/16,2/2/16,Chevrolet,Traverse,2013,2/15/16
34375,Berton,windows,Paid,1/24/16,NA,NA,,,NA,NA
34376,Strark,android web,Paid,1/23/16,1/24/16,NA,,,NA,NA
34377,Strark,ios web,Referral,1/23/16,1/24/16,NA,,,NA,NA
34378,Strark,android web,Organic,1/26/16,2/25/16,NA,,,NA,NA
34379,Strark,ios web,Referral,1/15/16,NA,NA,,,NA,NA
34380,Strark,mac,Referral,1/26/16,NA,NA,,,NA,NA
34381,Strark,android web,Paid,1/19/16,1/31/16,NA,,,NA,NA
34382,Strark,android web,Referral,1/1/16,1/10/16,NA,,,NA,NA
34383,Strark,ios web,Paid,1/25/16,2/5/16,NA,,,NA,NA
34384,Berton,android web,Paid,1/4/16,1/31/16,NA,,,NA,NA
34385,Wrouver,android web,Paid,1/4/16,1/7/16,2/18/16,Chrysler,PT Cruiser,2006,NA
34386,Wrouver,mac,Referral,1/5/16,NA,NA,,,NA,NA
34387,Strark,,Referral,1/13/16,1/22/16,1/27/16,Honda,Civic,2016,2/9/16
34388,Strark,windows,Referral,1/2/16,1/17/16,1/27/16,Honda,Civic,2014,NA
34389,Berton,ios web,Referral,1/10/16,1/11/16,1/14/16,Ford,Fusion,2014,NA
34390,Strark,ios web,Referral,1/24/16,2/7/16,2/10/16,Chevrolet,Malibu,2012,2/12/16
34391,Berton,ios web,Organic,1/11/16,NA,NA,,,NA,NA
34392,Strark,ios web,Paid,1/2/16,2/1/16,NA,,,NA,NA
34393,Strark,ios web,Referral,1/11/16,1/16/16,NA,,,NA,NA
34394,Berton,,Referral,1/3/16,1/13/16,2/23/16,BMW,X1,2015,NA
34395,Berton,mac,Paid,1/7/16,2/3/16,NA,,,NA,NA
34396,Strark,,Organic,1/28/16,2/1/16,2/7/16,Nissan,Sentra,2014,NA
34397,Berton,windows,Organic,1/2/16,1/5/16,1/14/16,Toyota,Corolla,2014,1/15/16
34398,Strark,android web,Paid,1/1/16,2/13/16,NA,,,NA,NA
34399,Strark,android web,Referral,1/3/16,1/29/16,2/4/16,Kia,Forte,2016,NA
34400,Berton,ios web,Referral,1/28/16,1/30/16,1/31/16,Mazda,MAZDA3,2010,2/9/16
34401,Strark,ios web,Referral,1/6/16,1/8/16,1/9/16,Chevrolet,Cruze,2014,1/12/16
34402,Berton,ios web,Referral,1/11/16,1/11/16,1/16/16,Ford,Explorer,2012,1/16/16
34403,Strark,android web,Referral,1/28/16,1/30/16,2/1/16,Lexus,GS,2001,NA
34404,Berton,android web,Referral,1/21/16,NA,NA,,,NA,NA
34405,Berton,windows,Paid,1/18/16,2/2/16,NA,,,NA,NA
34406,Wrouver,windows,Paid,1/11/16,1/21/16,NA,,,NA,NA
34407,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
34408,Wrouver,android web,Paid,1/29/16,1/30/16,NA,,,NA,NA
34409,Strark,android web,Referral,1/9/16,1/29/16,2/13/16,Volkswagen,CC,2009,NA
34410,Strark,ios web,Referral,1/10/16,1/16/16,1/21/16,Toyota,Corolla,2015,NA
34411,Berton,mac,Paid,1/10/16,1/12/16,NA,,,NA,NA
34412,Strark,ios web,Paid,1/11/16,1/31/16,NA,,,NA,NA
34413,Wrouver,windows,Paid,1/9/16,1/23/16,NA,,,NA,NA
34414,Strark,ios web,Referral,1/5/16,2/2/16,2/9/16,Honda,Civic,2015,NA
34415,Wrouver,ios web,Paid,1/17/16,NA,NA,,,NA,NA
34416,Strark,,Referral,1/7/16,NA,NA,,,NA,NA
34417,Strark,ios web,Referral,1/21/16,1/29/16,1/29/16,Hyundai,Tucson,2008,NA
34418,Strark,mac,Paid,1/18/16,NA,NA,,,NA,NA
34419,Strark,mac,Organic,1/11/16,NA,NA,,,NA,NA
34420,Strark,android web,Paid,1/16/16,NA,NA,,,NA,NA
34421,Strark,android web,Organic,1/9/16,1/10/16,NA,,,NA,NA
34422,Strark,,Organic,1/18/16,NA,NA,,,NA,NA
34423,Strark,,Referral,1/21/16,1/24/16,1/24/16,Chevrolet,Malibu,2013,2/3/16
34424,Strark,,Referral,1/11/16,1/11/16,NA,,,NA,NA
34425,Berton,ios web,Paid,1/10/16,NA,NA,,,NA,NA
34426,Strark,android web,Organic,1/25/16,2/18/16,NA,,,NA,NA
34427,Strark,,Referral,1/7/16,1/15/16,NA,,,NA,NA
34428,Strark,android web,Referral,1/14/16,1/15/16,1/17/16,Chevrolet,Spark,2015,1/17/16
34429,Strark,,Referral,1/6/16,1/28/16,2/3/16,Audi,A6,2015,NA
34430,Strark,ios web,Paid,1/24/16,2/11/16,NA,,,NA,NA
34431,Strark,other,Referral,1/13/16,1/26/16,1/29/16,Toyota,4Runner,2006,NA
34432,Berton,other,Paid,1/24/16,2/1/16,2/16/16,Chevrolet,Equinox,2010,NA
34433,Berton,mac,Referral,1/15/16,2/26/16,NA,,,NA,NA
34434,Berton,android web,Paid,1/28/16,2/17/16,NA,,,NA,NA
34435,Strark,android web,Paid,1/15/16,1/21/16,NA,,,NA,NA
34436,Strark,android web,Paid,1/25/16,2/18/16,NA,,,NA,NA
34437,Strark,android web,Paid,1/2/16,2/11/16,NA,,,NA,NA
34438,Strark,android web,Referral,1/12/16,NA,NA,,,NA,NA
34439,Berton,windows,Paid,1/20/16,1/20/16,1/20/16,Volkswagen,Jetta,2014,1/21/16
34440,Strark,ios web,Paid,1/23/16,2/8/16,NA,,,NA,NA
34441,Wrouver,windows,Paid,1/2/16,1/23/16,NA,,,NA,NA
34442,Strark,,Referral,1/10/16,1/20/16,NA,,,NA,NA
34443,Berton,ios web,Paid,1/20/16,NA,NA,,,NA,NA
34444,Berton,ios web,Referral,1/5/16,2/18/16,NA,,,NA,NA
34445,Strark,windows,Paid,1/21/16,2/3/16,NA,,,NA,NA
34446,Berton,ios web,Organic,1/5/16,1/7/16,NA,,,NA,NA
34447,Strark,android web,Paid,1/6/16,2/6/16,NA,,,NA,NA
34448,Strark,ios web,Paid,1/30/16,2/11/16,2/12/16,Nissan,Sentra,2015,NA
